Section_Number,FIR_Complaint,Offense,Punishment,Cognizable,Bailable,Court
Section 359-65,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Sanjay Jain, wish to lodge a formal complaint regarding an incident that occurred on 10-08-2023, in the morning, at the public gathering near Railway Station. a local resident named Navya Kapoor, speaking in regional language  committed the offense. I have video recordings and call records as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",,,,,
Section 360-5,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Sneha Sen, wish to lodge a formal complaint regarding an incident that occurred on 05-04-2023, around 8:45 PM, at the residential complex near Central Park. my neighbor Meera Mukherjee  engaged in the offense. I have expert testimony as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",,,,,
Section 361-61,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Reyansh Bose, wish to lodge a formal complaint regarding an incident that occurred on 20-12-2024, during the night, at the library. my landlord Aadhya Kapoor, wearing a white shirt and blue pants  carried out the offense. I have audio recordings and expert testimony as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",,,,,
Section 362-7,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Vihaan Mukherjee, wish to lodge a formal complaint regarding an incident that occurred on 30-01-2024, during the evening, at the private vehicle in Nagpur. a local resident named Diya Reddy  carried out the offense. I have recovered stolen items and eyewitness testimony as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",,,,,
Section 363-20,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding kidnapping. Respected Sir/Madam, I, Aditya Kapoor, wish to lodge a formal complaint regarding kidnapping that occurred on 07-05-2024, around 5:30 PM, at my home. my acquaintance Rahul Jain, with a scar on the face  abducted me and held me against my will. I have physical evidence, forensic evidence and transaction records as evidence. I request that appropriate legal action be taken against the accused.",Kidnapping (variation 7),7 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 363A-28,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding kidnapping or obtaining the custody of a minor in order that such minor may be employed or used for purposes of begging. Respected Sir/Madam, I, Kiran Kumar, wish to lodge a formal complaint regarding kidnapping or obtaining the custody of a minor in order that such minor may be employed or used for purposes of begging that occurred on 08-05-2023, between 2:30 and 4:30 PM, at the public gathering in Hauz Khas. my landlord Vihaan Patel, driving a green van  abducted me and demanded a ransom of Rs. 38,78,439. I have audio recordings, forensic evidence and video recordings as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",Kidnapping or obtaining the custody of a minor in order that such minor may be employed or used for purposes of begging (variation 8),10 Years + Fine.,Cognizable,Non-Bailable,Magistrate First Class
Section 364-57,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding kidnapping or abducting in order to murder. Respected Sir/Madam, I, Pari Dutta, wish to lodge a formal complaint regarding kidnapping or abducting in order to murder that occurred on 14-03-2025, during the morning, at the restaurant in Indore. my colleague Priya Chopra  abducted me and demanded a ransom of Rs. 4,19,369. I have recovered stolen items, material evidence and photographs as evidence. I urge the authorities to register an FIR and take necessary action.",Kidnapping or abducting in order to murder (variation 8),Imprisonment for Life or Rigorous Imprisonment for 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 364A-15,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding kidnapping for ransom, etc.. Respected Sir/Madam, I, Aadhya Desai, wish to lodge a formal complaint regarding kidnapping for ransom, etc. that occurred on 03-05-2024, around 8:30 AM, at the market. my former sister Meera Nair, speaking in Hindi  kidnapped me and held me against my will. I have digital communications and physical evidence as evidence. I request that appropriate legal action be taken against the accused.","Kidnapping for ransom, etc. (variation 5)",Death or Life + Fine,Cognizable,Non-Bailable,Court of Session
Section 365-47,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding kidnapping or abducting with intent secretly and wrongfully to confine a person. Respected Sir/Madam, I, Sunita Yadav, wish to lodge a formal complaint regarding kidnapping or abducting with intent secretly and wrongfully to confine a person that occurred on 01-07-2024, at approximately 5:00 AM, at the exhibition ground. my former uncle Radha Sharma, wearing a red shirt and black pants  forcibly took me and demanded a ransom of Rs. 21,88,987. I have photographs and forensic evidence as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Kidnapping or abducting with intent secretly and wrongfully to confine a person (variation 2),7 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 366-48,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding kidnapping or abducting a woman to compel her marriage or to cause her defilement etc.. Respected Sir/Madam, I, Sneha Singh, wish to lodge a formal complaint regarding kidnapping or abducting a woman to compel her marriage or to cause her defilement etc. that occurred on 18-05-2024, just before 9:00 PM, at the shop. my sister named Meera Khanna  forcibly took me and held me against my will. I have digital communications, material evidence and recovered stolen items as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Kidnapping or abducting a woman to compel her marriage or to cause her defilement etc. (variation 8),10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 366A-57,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding procuration of minor girl. Respected Sir/Madam, I, Aadhya Chopra, wish to lodge a formal complaint regarding procuration of minor girl that occurred on 17-05-2024, just before 12:45 AM, at my residence. a group of unknown individuals  committed procuration of minor girl. I have expert testimony and call records as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Procuration of minor girl (variation 9),10 Years + Fine,Cognizable,Non-Bailable,Court of Session
