Section_Number,FIR_Complaint,Offense,Punishment,Cognizable,Bailable,Court
Section 335,"I am filing this complaint regarding an incident where causing grievous hurt on grave and sudden provocation, not intending to hurt and other than the person who gave the provocation. The incident happened at workplace. This occurred around morning. The accused is a stranger. I have evidence in the form of physical evidence.","Causing grievous hurt on Grave and sudden provocation, not intending to hurt and other than the person who gave the provocation",4 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class
Section 335,"This is to report that on 10-09-2024, causing grievous hurt on grave and sudden provocation, not intending to hurt and other than the person who gave the provocation occurred. The incident happened at train. This occurred around night. The accused is known to me. I have evidence in the form of medical reports.","Causing grievous hurt on Grave and sudden provocation, not intending to hurt and other than the person who gave the provocation",4 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class
Section 335,"On 28-03-2024, I witnessed/experienced causing grievous hurt on grave and sudden provocation, not intending to hurt and other than the person who gave the provocation. The incident happened at train. This occurred around night. The accused is a stranger. I have evidence in the form of photographs.","Causing grievous hurt on Grave and sudden provocation, not intending to hurt and other than the person who gave the provocation",4 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class
Section 335,"This is to report that on 12-12-2023, causing grievous hurt on grave and sudden provocation, not intending to hurt and other than the person who gave the provocation occurred. The incident happened at road. This occurred around evening. The accused is a relative. I have evidence in the form of documents.","Causing grievous hurt on Grave and sudden provocation, not intending to hurt and other than the person who gave the provocation",4 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class
Section 335,"I wish to file an FIR as causing grievous hurt on grave and sudden provocation, not intending to hurt and other than the person who gave the provocation has taken place. The incident happened at bus. This occurred around morning. The accused is a relative. I have evidence in the form of photographs.","Causing grievous hurt on Grave and sudden provocation, not intending to hurt and other than the person who gave the provocation",4 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class
Section 336,I would like to report that doing any act which endangers human life or the personal safety of others. The incident happened at home. This occurred around afternoon. The accused is a colleague. I have evidence in the form of medical reports.,Doing any act which endangers human life or the personal safety of others,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 336,I wish to file an FIR as doing any act which endangers human life or the personal safety of others has taken place. The incident happened at shop. This occurred around night. The accused is a relative. I have evidence in the form of documents.,Doing any act which endangers human life or the personal safety of others,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 336,"On 07-01-2024, I witnessed/experienced doing any act which endangers human life or the personal safety of others. The incident happened at restaurant. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of photographs.",Doing any act which endangers human life or the personal safety of others,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 336,"On 17-04-2023, I witnessed/experienced doing any act which endangers human life or the personal safety of others. The incident happened at home. This occurred around afternoon. The accused is known to me. I have evidence in the form of documents.",Doing any act which endangers human life or the personal safety of others,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 336,I would like to report that doing any act which endangers human life or the personal safety of others. The incident happened at shop. This occurred around evening. The accused is my neighbor. I have evidence in the form of video recording.,Doing any act which endangers human life or the personal safety of others,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 337,"On 03-07-2023, I witnessed/experienced causing hurt by an act which endangers human life, etc.. The incident happened at workplace. This occurred around evening. The accused is a relative. I have evidence in the form of documents.","Causing hurt by an act which endangers human life, etc.",6 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
